region;filial;basic_station;range;standard;work_type;sign;contractor;position_approved_plan;position_approved_fact;access_to_equipment_plan;access_to_equipment_fact;data_for_bs_plan;data_for_bs_fact;equipment_purchase_application_plan;equipment_purchase_application_fact;equipment_order_plan;equipment_order_fact;rent_contract_plan;rent_contract_fact;proj_work_begin_plan;proj_work_begin_fact;layout_agreed_plan;layout_agreed_fact;build_work_begin_plan;build_work_begin_fact;build_work_end_plan;build_work_end_fact;equipment_supplied_plan;equipment_supplied_fact;contractor_got_equip_plan;contractor_got_equip_fact;eqiup_for_bs_installed_fact;integration_to_net_forecast;integration_to_net_plan;integration_to_net_fact
R1;А2;БС0516;2100;4G;Модернизация;Въезд;ПО27;22.06.2022;10.05.2022;07.07.2022;11.05.2022;06.07.2022;16.05.2022;20.07.2022;;03.08.2022;;27.07.2022;12.05.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;24.05.2022;10.09.2022;;15.11.2022;26.05.2022;25.11.2022;;01.05.2022;08.09.2022;05.12.2022;08.09.2022
R1;А2;БС0519;2100;4G;Модернизация;Въезд;ПО34;18.05.2022;11.04.2022;02.06.2022;12.04.2022;01.06.2022;15.04.2022;15.06.2022;;29.06.2022;;22.06.2022;13.04.2022;02.06.2022;23.06.2022;18.06.2022;;07.07.2022;01.07.2022;06.08.2022;;11.10.2022;30.06.2022;21.10.2022;;21.06.2022;01.08.2022;31.10.2022;01.08.2022
R1;А2;БС0260;2100;4G;Модернизация;Въезд;ПО23;22.06.2022;04.04.2022;07.07.2022;05.04.2022;06.07.2022;04.04.2022;20.07.2022;;03.08.2022;;27.07.2022;06.04.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;27.06.2022;10.09.2022;;15.11.2022;07.04.2022;25.11.2022;;07.04.2022;07.04.2022;05.12.2022;07.04.2022
R1;А2;БС0511;1800;2G;Модернизация;Въезд;ПО27;02.07.2022;17.05.2022;17.07.2022;18.05.2022;16.07.2022;19.05.2022;30.07.2022;;13.08.2022;;06.08.2022;19.05.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;24.05.2022;20.09.2022;;25.11.2022;29.07.2022;05.12.2022;;10.06.2022;30.08.2022;15.12.2022;30.08.2022
R1;А2;БС0511;2100;4G;Модернизация;Въезд;ПО27;22.06.2022;17.05.2022;07.07.2022;18.05.2022;06.07.2022;19.05.2022;20.07.2022;;03.08.2022;;27.07.2022;19.05.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;24.05.2022;10.09.2022;;15.11.2022;30.06.2022;25.11.2022;;10.06.2022;08.09.2022;05.12.2022;08.09.2022
R1;А2;БС0518;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;14.10.2022;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;23.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0517;2100;4G;Модернизация;Въезд;ПО23;22.06.2022;04.04.2022;07.07.2022;05.04.2022;06.07.2022;12.04.2022;20.07.2022;;03.08.2022;;27.07.2022;06.04.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;09.06.2022;25.11.2022;;02.06.2022;01.08.2022;05.12.2022;01.08.2022
R1;А2;БС0520;1800;2G;Модернизация;Въезд;ПО34;18.05.2022;11.04.2022;02.06.2022;12.04.2022;01.06.2022;15.04.2022;15.06.2022;;29.06.2022;;22.06.2022;13.04.2022;02.06.2022;23.06.2022;18.06.2022;;07.07.2022;01.07.2022;06.08.2022;;11.10.2022;29.07.2022;21.10.2022;;21.06.2022;26.08.2022;31.10.2022;26.08.2022
R1;А2;БС0520;2100;4G;Модернизация;Въезд;ПО34;18.05.2022;11.04.2022;02.06.2022;12.04.2022;01.06.2022;15.04.2022;15.06.2022;;29.06.2022;;22.06.2022;13.04.2022;02.06.2022;23.06.2022;18.06.2022;;07.07.2022;01.07.2022;06.08.2022;;11.10.2022;30.06.2022;21.10.2022;;21.06.2022;01.08.2022;31.10.2022;01.08.2022
R1;А2;БС0505;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;17.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0547;2100;4G;Модернизация;Въезд;ПО2;17.05.2022;28.03.2022;01.06.2022;29.03.2022;31.05.2022;30.03.2022;14.06.2022;;28.06.2022;;21.06.2022;30.03.2022;01.06.2022;23.06.2022;17.06.2022;;06.07.2022;01.07.2022;05.08.2022;;10.10.2022;21.04.2022;20.10.2022;;28.04.2022;15.08.2022;30.10.2022;15.08.2022
R1;А2;БС0921;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;30.05.2022;18.07.2022;15.06.2022;06.08.2022;15.07.2022;05.09.2022;;10.11.2022;29.07.2022;20.11.2022;;18.07.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0922;1800;2G;Модернизация;Въезд;ПО6;02.06.2022;03.05.2022;17.06.2022;04.05.2022;16.06.2022;04.05.2022;30.06.2022;;14.07.2022;;07.07.2022;05.05.2022;17.06.2022;23.06.2022;03.07.2022;;22.07.2022;21.05.2022;21.08.2022;;26.10.2022;14.07.2022;05.11.2022;;12.07.2022;19.08.2022;15.11.2022;19.08.2022
R1;А2;БС0922;2100;4G;Модернизация;Въезд;ПО6;17.06.2022;03.05.2022;02.07.2022;04.05.2022;01.07.2022;04.05.2022;15.07.2022;;29.07.2022;;22.07.2022;05.05.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;21.05.2022;05.09.2022;;10.11.2022;14.07.2022;20.11.2022;;12.07.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0924;2100;4G;Модернизация;Въезд;ПО34;22.06.2022;11.04.2022;07.07.2022;12.04.2022;06.07.2022;15.04.2022;20.07.2022;;03.08.2022;;27.07.2022;13.04.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;30.06.2022;25.11.2022;;24.06.2022;01.08.2022;05.12.2022;01.08.2022
R1;А2;БС0546;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;29.03.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;13.09.2022;05.09.2022;;10.11.2022;16.09.2022;20.11.2022;;13.09.2022;14.09.2022;30.11.2022;14.09.2022
R1;А2;БС0515;2100;4G;Модернизация;Въезд;ПО23;17.05.2022;28.03.2022;01.06.2022;29.03.2022;31.05.2022;30.03.2022;14.06.2022;;28.06.2022;;21.06.2022;30.03.2022;01.06.2022;23.06.2022;17.06.2022;;06.07.2022;01.07.2022;05.08.2022;;10.10.2022;21.04.2022;20.10.2022;;28.04.2022;01.08.2022;30.10.2022;01.08.2022
R1;А2;БС0122;2100;4G;Модернизация;Въезд;ПО2;17.05.2022;28.03.2022;01.06.2022;29.03.2022;31.05.2022;30.03.2022;14.06.2022;;28.06.2022;;21.06.2022;30.03.2022;01.06.2022;23.06.2022;17.06.2022;;06.07.2022;01.07.2022;05.08.2022;;10.10.2022;21.04.2022;20.10.2022;;28.04.2022;15.08.2022;30.10.2022;15.08.2022
R1;А2;БС0927;2100;4G;Модернизация;Въезд;ПО27;22.06.2022;10.05.2022;07.07.2022;11.05.2022;06.07.2022;16.05.2022;20.07.2022;;03.08.2022;;27.07.2022;12.05.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;24.05.2022;10.09.2022;;15.11.2022;12.08.2022;25.11.2022;;04.08.2022;08.09.2022;05.12.2022;08.09.2022
R1;А2;БС0928;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;25.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0929;1800;2G;Модернизация;Въезд;ПО37;02.06.2022;21.03.2022;17.06.2022;22.03.2022;16.06.2022;29.03.2022;30.06.2022;;14.07.2022;;07.07.2022;23.03.2022;17.06.2022;11.05.2022;03.07.2022;18.05.2022;22.07.2022;23.06.2022;21.08.2022;13.10.2022;26.10.2022;12.08.2022;05.11.2022;13.10.2022;05.08.2022;19.08.2022;15.11.2022;19.08.2022
R1;А2;БС0929;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;29.03.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;11.05.2022;18.07.2022;18.05.2022;06.08.2022;23.06.2022;05.09.2022;13.10.2022;10.11.2022;12.08.2022;20.11.2022;13.10.2022;05.08.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0932;2100;4G;Модернизация;Въезд;ПО27;17.06.2022;03.05.2022;02.07.2022;04.05.2022;01.07.2022;04.05.2022;15.07.2022;;29.07.2022;;22.07.2022;05.05.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;21.05.2022;05.09.2022;;10.11.2022;09.06.2022;20.11.2022;;31.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС2352;2100;4G;Модернизация;Въезд;ПО23;17.05.2022;28.03.2022;01.06.2022;29.03.2022;31.05.2022;30.03.2022;14.06.2022;;28.06.2022;;21.06.2022;30.03.2022;01.06.2022;23.06.2022;17.06.2022;;06.07.2022;01.07.2022;05.08.2022;;10.10.2022;21.04.2022;20.10.2022;;28.04.2022;01.08.2022;30.10.2022;01.08.2022
R1;А2;БС2344;2100;4G;Модернизация;Въезд;ПО2;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;30.03.2022;20.07.2022;;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;11.05.2022;08.09.2022;05.12.2022;08.09.2022
R1;А2;БС0934;900;2G;Модернизация;Въезд;ПО37;02.06.2022;28.03.2022;17.06.2022;29.03.2022;16.06.2022;06.04.2022;30.06.2022;;14.07.2022;;07.07.2022;30.03.2022;17.06.2022;14.04.2022;03.07.2022;29.04.2022;22.07.2022;23.06.2022;21.08.2022;13.10.2022;26.10.2022;26.08.2022;05.11.2022;13.10.2022;19.08.2022;19.08.2022;15.11.2022;19.08.2022
R1;А2;БС0934;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;14.04.2022;18.07.2022;29.04.2022;06.08.2022;23.06.2022;05.09.2022;03.10.2022;10.11.2022;26.08.2022;20.11.2022;30.09.2022;19.08.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0935;1800;2G;Модернизация;Въезд;ПО37;02.06.2022;03.05.2022;17.06.2022;04.05.2022;16.06.2022;04.05.2022;30.06.2022;;14.07.2022;;07.07.2022;05.05.2022;17.06.2022;19.05.2022;03.07.2022;31.05.2022;22.07.2022;09.06.2022;21.08.2022;;26.10.2022;12.08.2022;05.11.2022;;03.08.2022;19.08.2022;15.11.2022;19.08.2022
R1;А2;БС0935;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;03.05.2022;02.07.2022;04.05.2022;01.07.2022;04.05.2022;15.07.2022;;29.07.2022;;22.07.2022;05.05.2022;02.07.2022;19.05.2022;18.07.2022;31.05.2022;06.08.2022;09.06.2022;05.09.2022;;10.11.2022;12.08.2022;20.11.2022;;03.08.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0931;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;11.05.2022;18.07.2022;19.05.2022;06.08.2022;17.06.2022;05.09.2022;05.10.2022;10.11.2022;30.06.2022;20.11.2022;05.10.2022;20.06.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0936;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;11.05.2022;18.07.2022;08.06.2022;06.08.2022;07.07.2022;05.09.2022;;10.11.2022;29.07.2022;20.11.2022;;25.07.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0937;1800;2G;Модернизация;Въезд;ПО27;02.06.2022;28.03.2022;17.06.2022;29.03.2022;16.06.2022;30.03.2022;30.06.2022;;14.07.2022;;07.07.2022;30.03.2022;17.06.2022;23.06.2022;03.07.2022;;22.07.2022;01.07.2022;21.08.2022;;26.10.2022;21.04.2022;05.11.2022;;12.07.2022;19.08.2022;15.11.2022;19.08.2022
R1;А2;БС0937;2100;4G;Модернизация;Въезд;ПО27;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;12.07.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0942;1800;2G;Модернизация;Въезд;ПО6;02.06.2022;21.03.2022;17.06.2022;22.03.2022;16.06.2022;28.04.2022;30.06.2022;;14.07.2022;;07.07.2022;23.03.2022;17.06.2022;23.06.2022;03.07.2022;;22.07.2022;01.07.2022;21.08.2022;;26.10.2022;29.07.2022;05.11.2022;;24.05.2022;23.08.2022;15.11.2022;23.08.2022
R1;А2;БС0942;2100;4G;Модернизация;Въезд;ПО6;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;28.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;26.05.2022;20.11.2022;;24.05.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0933;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;20.05.2022;20.11.2022;;19.05.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0602;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;26.04.2022;18.07.2022;06.05.2022;06.08.2022;06.07.2022;05.09.2022;12.10.2022;10.11.2022;21.07.2022;20.11.2022;12.10.2022;14.07.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0130;1800;2G;Строительство;Въезд;ПО2;05.07.2021;10.12.2021;26.07.2021;10.01.2022;19.07.2021;10.12.2021;02.08.2021;;16.08.2021;;24.08.2021;02.02.2022;24.09.2021;10.01.2022;10.10.2021;19.01.2022;29.10.2021;17.02.2022;12.12.2021;13.09.2022;28.12.2021;15.04.2022;07.01.2022;25.01.2022;;11.02.2022;14.02.2022;11.02.2022
R1;А2;БС0130;1800;4G;Строительство;1;ПО2;05.07.2021;10.12.2021;26.07.2021;10.01.2022;19.07.2021;10.12.2021;02.08.2021;;16.08.2021;;24.08.2021;02.02.2022;24.09.2021;10.01.2022;10.10.2021;19.01.2022;29.10.2021;17.02.2022;12.12.2021;13.09.2022;28.12.2021;15.04.2022;07.01.2022;25.01.2022;;11.02.2022;14.02.2022;11.02.2022
R1;А2;БС0943;1800;2G;Модернизация;Въезд;ПО27;02.06.2022;28.03.2022;17.06.2022;29.03.2022;16.06.2022;30.03.2022;30.06.2022;;14.07.2022;;07.07.2022;30.03.2022;17.06.2022;19.04.2022;03.07.2022;;22.07.2022;01.07.2022;21.08.2022;;26.10.2022;21.04.2022;05.11.2022;;12.07.2022;22.08.2022;15.11.2022;22.08.2022
R1;А2;БС0943;2100;4G;Модернизация;Въезд;ПО27;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;19.04.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;29.04.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0944;1800;2G;Модернизация;Въезд;ПО33;02.06.2022;21.03.2022;17.06.2022;22.03.2022;16.06.2022;28.04.2022;30.06.2022;;14.07.2022;;07.07.2022;23.03.2022;17.06.2022;07.06.2022;03.07.2022;07.07.2022;22.07.2022;27.06.2022;21.08.2022;;26.10.2022;29.07.2022;05.11.2022;;09.06.2022;22.08.2022;15.11.2022;22.08.2022
R1;А2;БС0944;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;28.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;07.06.2022;18.07.2022;07.07.2022;06.08.2022;27.06.2022;05.09.2022;;10.11.2022;30.06.2022;20.11.2022;;09.06.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0060;1800;2G;Модернизация;Въезд;ПО33;02.06.2022;28.03.2022;17.06.2022;29.03.2022;16.06.2022;30.03.2022;30.06.2022;;14.07.2022;;07.07.2022;30.03.2022;17.06.2022;23.06.2022;03.07.2022;;22.07.2022;01.07.2022;21.08.2022;;26.10.2022;21.04.2022;05.11.2022;;12.07.2022;25.08.2022;15.11.2022;25.08.2022
R1;А2;БС0060;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;28.04.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0940;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;12.07.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0256;2100;4G;Модернизация;Въезд;ПО27;17.06.2022;03.05.2022;02.07.2022;04.05.2022;01.07.2022;04.05.2022;15.07.2022;;29.07.2022;;22.07.2022;05.05.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;21.05.2022;05.09.2022;;10.11.2022;29.07.2022;20.11.2022;;23.07.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0085;1800;2G;Строительство;Въезд;ПО33;15.04.2022;17.05.2022;20.06.2022;14.06.2022;29.04.2022;17.05.2022;13.05.2022;01.10.2020;27.05.2022;25.02.2021;03.09.2022;19.05.2022;20.06.2022;24.06.2022;18.07.2022;08.08.2022;08.08.2022;18.02.2022;22.11.2022;29.09.2022;08.10.2022;30.09.2022;18.10.2022;29.09.2022;;20.09.2022;30.12.2022;20.09.2022
R1;А2;БС0085;1800;4G;Строительство;1;ПО33;12.08.2022;17.05.2022;01.09.2022;14.06.2022;17.08.2022;17.05.2022;25.06.2022;28.12.2020;09.07.2022;25.02.2021;02.08.2022;19.05.2022;06.09.2022;24.06.2022;21.09.2022;08.08.2022;01.10.2022;18.02.2022;30.11.2022;29.09.2022;20.11.2022;30.09.2022;30.11.2022;29.09.2022;;20.09.2022;30.12.2022;20.09.2022
R1;А2;БС0604;2100;4G;Модернизация;Въезд;ПО34;18.05.2022;11.04.2022;02.06.2022;12.04.2022;01.06.2022;15.04.2022;15.06.2022;;29.06.2022;;22.06.2022;13.04.2022;02.06.2022;23.06.2022;18.06.2022;;07.07.2022;01.07.2022;06.08.2022;;11.10.2022;30.06.2022;21.10.2022;;23.06.2022;01.08.2022;31.10.2022;01.08.2022
R1;А2;БС2347;2100;4G;Модернизация;Въезд;ПО37;18.05.2022;11.04.2022;02.06.2022;12.04.2022;01.06.2022;18.04.2022;15.06.2022;09.12.2021;29.06.2022;;22.06.2022;13.04.2022;02.06.2022;23.06.2022;18.06.2022;;07.07.2022;01.07.2022;06.08.2022;;11.10.2022;02.09.2022;21.10.2022;;21.06.2022;08.09.2022;31.10.2022;08.09.2022
R1;А2;БС0684;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;25.04.2022;02.07.2022;26.04.2022;01.07.2022;28.04.2022;15.07.2022;;29.07.2022;;22.07.2022;27.04.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;09.06.2022;20.11.2022;;30.05.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0617;2100;4G;Модернизация;Въезд;ПО23;22.06.2022;21.03.2022;07.07.2022;22.03.2022;06.07.2022;25.05.2022;20.07.2022;;03.08.2022;;27.07.2022;12.05.2022;07.07.2022;31.05.2022;23.07.2022;23.06.2022;11.08.2022;02.07.2022;10.09.2022;12.10.2022;15.11.2022;09.06.2022;25.11.2022;12.10.2022;01.06.2022;16.06.2022;05.12.2022;16.06.2022
R1;А2;БС0621;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;19.04.2022;18.07.2022;26.04.2022;06.08.2022;07.07.2022;05.09.2022;12.10.2022;10.11.2022;30.06.2022;20.11.2022;12.10.2022;21.06.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0622;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;25.04.2022;02.07.2022;26.04.2022;01.07.2022;28.04.2022;15.07.2022;;29.07.2022;;22.07.2022;27.04.2022;02.07.2022;23.06.2022;18.07.2022;;06.08.2022;01.07.2022;05.09.2022;;10.11.2022;09.06.2022;20.11.2022;;31.05.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0619;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;11.05.2022;18.07.2022;24.05.2022;06.08.2022;08.09.2022;05.09.2022;03.10.2022;10.11.2022;29.07.2022;20.11.2022;30.09.2022;26.07.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС0623;2100;4G;Модернизация;Въезд;ПО33;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;03.06.2022;18.07.2022;05.07.2022;06.08.2022;02.08.2022;05.09.2022;12.10.2022;10.11.2022;14.07.2022;20.11.2022;12.10.2022;12.07.2022;08.09.2022;30.11.2022;08.09.2022
R1;А2;БС1026;2100;4G;Модернизация;Въезд;ПО23;22.06.2022;04.04.2022;07.07.2022;05.04.2022;06.07.2022;11.04.2022;20.07.2022;;03.08.2022;;27.07.2022;06.04.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;27.06.2022;10.09.2022;;15.11.2022;20.05.2022;25.11.2022;;19.05.2022;16.06.2022;05.12.2022;16.06.2022
R1;А2;БС0605;2100;4G;Модернизация;Въезд;ПО2;22.06.2022;21.03.2022;07.07.2022;22.03.2022;06.07.2022;06.04.2022;20.07.2022;;03.08.2022;;27.07.2022;23.03.2022;07.07.2022;23.06.2022;23.07.2022;21.07.2022;11.08.2022;15.09.2022;10.09.2022;12.10.2022;15.11.2022;09.09.2022;25.11.2022;12.10.2022;24.08.2022;26.09.2022;05.12.2022;26.09.2022
R1;А2;БС0606;2100;4G;Модернизация;Въезд;ПО34;22.06.2022;28.03.2022;07.07.2022;29.03.2022;06.07.2022;30.03.2022;20.07.2022;;03.08.2022;;27.07.2022;30.03.2022;07.07.2022;23.06.2022;23.07.2022;;11.08.2022;01.07.2022;10.09.2022;;15.11.2022;21.04.2022;25.11.2022;;27.05.2022;08.09.2022;05.12.2022;08.09.2022
R1;А2;БС0923;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;03.05.2022;02.07.2022;04.05.2022;01.07.2022;04.05.2022;15.07.2022;;29.07.2022;;22.07.2022;05.05.2022;02.07.2022;20.05.2022;18.07.2022;03.06.2022;06.08.2022;03.07.2022;05.09.2022;;10.11.2022;29.07.2022;20.11.2022;;20.07.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0930;2100;4G;Модернизация;Въезд;ПО2;02.05.2022;21.03.2022;17.05.2022;22.03.2022;16.05.2022;06.04.2022;30.05.2022;;13.06.2022;;06.06.2022;23.03.2022;17.05.2022;23.06.2022;02.06.2022;14.07.2022;21.06.2022;02.06.2022;21.07.2022;13.10.2022;25.09.2022;30.06.2022;05.10.2022;13.10.2022;23.06.2022;18.07.2022;15.10.2022;18.07.2022
R1;А2;БС0610;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;21.03.2022;02.07.2022;22.03.2022;01.07.2022;06.04.2022;15.07.2022;;29.07.2022;;22.07.2022;23.03.2022;02.07.2022;27.04.2022;18.07.2022;26.05.2022;06.08.2022;15.07.2022;05.09.2022;12.10.2022;10.11.2022;29.07.2022;20.11.2022;12.10.2022;19.07.2022;31.08.2022;30.11.2022;31.08.2022
R1;А2;БС0123;1800;4G;Строительство;1;ПО23;17.08.2022;28.09.2022;26.09.2022;08.08.2022;22.08.2022;03.10.2022;22.05.2022;01.02.2022;05.06.2022;31.03.2022;01.10.2022;;26.09.2022;;01.10.2022;;06.10.2022;09.09.2022;27.10.2022;;17.10.2022;;27.10.2022;;;10.11.2022;10.11.2022;
R1;А2;БС0123;1800;2G;Строительство;Въезд;ПО23;17.08.2022;28.09.2022;26.09.2022;08.08.2022;22.08.2022;03.10.2022;22.05.2022;01.02.2022;05.06.2022;31.03.2022;01.10.2022;;26.09.2022;;01.10.2022;;06.10.2022;09.09.2022;27.10.2022;;17.10.2022;;27.10.2022;;;10.11.2022;10.11.2022;
R1;А2;БС0058;1800;2G;Модернизация;Въезд;ПО37;02.06.2022;28.03.2022;17.06.2022;29.03.2022;16.06.2022;30.03.2022;30.06.2022;;14.07.2022;;07.07.2022;30.03.2022;17.06.2022;13.04.2022;03.07.2022;27.04.2022;22.07.2022;09.06.2022;21.08.2022;;26.10.2022;21.04.2022;05.11.2022;;12.07.2022;24.08.2022;15.11.2022;24.08.2022
R1;А2;БС0058;2100;4G;Модернизация;Въезд;ПО37;17.06.2022;28.03.2022;02.07.2022;29.03.2022;01.07.2022;30.03.2022;15.07.2022;;29.07.2022;;22.07.2022;30.03.2022;02.07.2022;13.04.2022;18.07.2022;27.04.2022;06.08.2022;09.06.2022;05.09.2022;;10.11.2022;21.04.2022;20.11.2022;;25.05.2022;31.08.2022;30.11.2022;31.08.2022
