region;filial;basic_station;range;standard;work_type;sign;contractor;position_approved_plan;position_approved_fact;access_to_equipment_plan;access_to_equipment_fact;data_for_bs_plan;data_for_bs_fact;equipment_purchase_application_plan;equipment_purchase_application_fact;equipment_order_plan;equipment_order_fact;rent_contract_plan;rent_contract_fact;proj_work_begin_plan;proj_work_begin_fact;layout_agreed_plan;layout_agreed_fact;build_work_begin_plan;build_work_begin_fact;build_work_end_plan;build_work_end_fact;equipment_supplied_plan;equipment_supplied_fact;contractor_got_equip_plan;contractor_got_equip_fact;eqiup_for_bs_installed_fact;integration_to_net_forecast;integration_to_net_plan;integration_to_net_fact
R5;E1;БС2831;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;04.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2832;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;09.09.2022;05.12.2022;;04.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2836;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;22.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2837;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;20.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2838;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;28.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;17.08.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;05.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2840;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;24.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2841;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;03.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2584;1800;2G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;;31.10.2022;15.12.2022;
R5;E1;БС2584;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;05.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2842;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;17.08.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;16.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2847;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;17.08.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;03.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2848;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2849;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;17.08.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;29.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2851;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;17.08.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;28.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2845;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;08.08.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;24.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2854;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;04.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2853;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;30.09.2022;05.12.2022;;22.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2855;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;27.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2856;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;28.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2857;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;05.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2858;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;17.08.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;19.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2859;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;30.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;24.06.2022;31.10.2022;15.12.2022;
R5;E1;БС2860;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;15.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2861;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;06.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2862;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;04.07.2022;17.07.2022;05.07.2022;16.07.2022;05.07.2022;30.07.2022;;13.08.2022;;06.08.2022;06.07.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;25.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;03.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2834;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;30.09.2022;05.12.2022;;22.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2835;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;27.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2864;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2850;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;27.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2844;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;17.08.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;29.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2868;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;11.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2833;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.08.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;27.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2869;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;30.09.2022;05.12.2022;;30.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2562;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;02.09.2022;05.12.2022;;05.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2585;1800;2G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;;31.10.2022;15.12.2022;
R5;E1;БС2585;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;04.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2565;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;01.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2852;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;04.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2677;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;01.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2724;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;05.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2830;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;08.08.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;08.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2717;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2736;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;05.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2865;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;17.08.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;01.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2866;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;19.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2564;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;29.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2843;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;21.07.2022;05.12.2022;;20.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2728;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;16.09.2022;05.12.2022;;09.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2561;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;03.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2678;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2563;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;22.08.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;27.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2674;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2740;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;29.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2846;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2863;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2870;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;16.09.2022;05.12.2022;;14.09.2022;31.10.2022;15.12.2022;
R5;E1;БС2839;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;15.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2586;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;12.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2708;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;27.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;04.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2587;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;12.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2694;2100;4G;Модернизация;Въезд;ПО28;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;27.07.2022;20.09.2022;;25.11.2022;;05.12.2022;;;31.10.2022;15.12.2022;
R5;E1;БС2578;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;05.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2579;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;05.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2580;2100;4G;Модернизация;Въезд;ПО2;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;21.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;27.07.2022;31.10.2022;15.12.2022;
R5;E1;БС2581;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2582;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;12.08.2022;05.12.2022;;05.08.2022;31.10.2022;15.12.2022;
R5;E1;БС2583;1800;2G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2583;2100;4G;Модернизация;Въезд;ПО5;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;20.06.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;23.06.2022;02.08.2022;;21.08.2022;11.07.2022;20.09.2022;;25.11.2022;02.06.2022;05.12.2022;;04.10.2022;31.10.2022;15.12.2022;
R5;E1;БС2867;2100;4G;Модернизация;Въезд;ПО33;02.07.2022;13.06.2022;17.07.2022;14.06.2022;16.07.2022;04.07.2022;30.07.2022;;13.08.2022;;06.08.2022;15.06.2022;17.07.2022;18.07.2022;02.08.2022;;21.08.2022;23.07.2022;20.09.2022;;25.11.2022;26.08.2022;05.12.2022;;12.08.2022;31.10.2022;15.12.2022;
R1;А2;БС1295;2100;4G;Модернизация;Въезд;ПО37;02.06.2022;21.03.2022;17.06.2022;22.03.2022;16.06.2022;22.03.2022;30.06.2022;;14.07.2022;;07.07.2022;23.03.2022;17.06.2022;23.06.2022;03.07.2022;;22.07.2022;01.07.2022;21.08.2022;;26.10.2022;21.04.2022;05.11.2022;;25.05.2022;31.08.2022;15.11.2022;31.08.2022
